1588	121	6	12.21
365	470	3	8.44
183	102	109	9.08
848	101	23	10.78
320	108	24	8.53
597	287	6	25.72
254	458	4	9.37
146	422	7	6.99
111	1475	6	9.2
152	1944	3	7.47
688	105	19	9.4
14	112	1126	8.36
1674	105	9	7.71
401	6863	3	31.16
2361	151	3	11.89
2969	177	3	13.02
5443	147	3	15.02
124	3443	3	9.06
4	2328	5	26.79
447	101	40	13.08
3522	110	4	9
269	216	6	7.35
305	326	4	7.76
177	1644	3	8.83
459	1432	3	16.78
208	1264	4	14.41
3161	425	3	22.21
122	2875	4	10.91
112	359	17	8.88
3946	459	3	25.39
564	12	30	7.83
390	534	4	14.71
2	3614	3	7.37
625	1455	3	20.41
684	356	3	10.19
2869	2136	4	48.67
4804	106	4	10.56
1142	129	6	10.24
159	129	36	12.18
4776	131	3	12.36
108	212	39	7.22
585	14	38	7.27
135	171	27	8.68
12	2336	9	11.24
1378	109	7	6.75
125	173	35	15.8
195	1900	3	10.61
111	3121	5	14.94
535	12	32	6.82
803	196	4	10.19
176	106	86	9.29
170	1393	3	6.85
4652	3850	4	65.59
358	430	3	8.03
149	261	10	7.23
9	359	12	19.54
104	5211	4	8.89
423	330	4	11.45
176	233	10	9.14
1297	489	6	43.41
451	1114	3	15.22
162	517	6	9.32
382	175	13	36.14
241	205	9	12.35
1393	133	4	6.66
516	471	14	99.96
196	1354	3	8.87
126	5015	3	11.85
511	402	3	9.58
611	5958	3	34.02
3	6	3	24.24
702	238	4	11.06
233	1695	3	11.99
161	654	12	43.62
1337	172	3	7.71
1134	102	14	8.25
167	882	5	12
1190	114	7	8.05
121	474	13	14.45
125	3032	4	12.71
1856	116	6	12.79
5289	121	3	10.65
112	4115	4	12.16
103	3941	5	10.36
250	1063	3	9.63
244	504	4	8.92
126	183	26	6.98
300	590	3	7.58
101	202	135	29.22
1407	101	14	7.58
3678	287	3	21.67
111	398	16	13.54
115	2948	4	8.94
399	121	12	8.42
1095	130	6	10.7
859	151	6	15.1
12	811	22	9.28
1003	119	7	10.55
281	190	8	10.32
1236	102	16	20.13
1466	4449	3	35.16
317	102	48	13.83
12	744	28	19.89
187	274	7	6.8
142	2090	4	11.63
101	452	38	11.65
4	3175	3	13.97
520	369	3	9.49
105	1591	12	17.66
386	4	7	13.15
788	132	7	10.61
109	119	154	6.72
448	518	5	22.47
123	1773	4	6.93
124	2492	3	7.03
158	1895	3	8.23
220	173	10	6.71
429	12	36	8.22
2111	148	4	12.14
127	2422	4	11.4
4232	122	3	8.58
535	345	3	8.32
203	444	5	9.71
223	1302	4	15.91
145	1478	4	9.32
102	1724	9	8.79
4877	106	4	10.56
130	115	105	22.09
2287	103	8	8.33
231	124	27	31.67
108	1228	8	7.81
595	1547	3	19.26
1547	133	4	7.14
106	372	35	23.41
1686	1692	13	198.76
5984	5983	3	54.67
691	330	3	9.34
179	299	10	18.8
217	313	7	13.53
574	330	3	8.28
144	4046	3	13.35
3217	106	5	8.42
195	875	5	14.99
213	139	17	12.27
795	264	4	13.5
120	5611	3	14.79
284	2077	3	15.11
467	2617	3	21.56
103	279	53	11.65
724	146	5	6.86
382	1137	3	14.51
2505	144	3	8.92
181	1747	4	15.42
218	926	3	7.46
5130	109	3	6.78
451	14	50	9.58
347	740	3	10.44
1977	112	5	7.52
121	1491	5	7.58
950	140	5	9.04
5676	8	3	19.55
3295	125	4	14.5
282	102	57	19.32
1653	137	4	8.76
201	108	51	17.4
137	1619	14	86.26
506	461	3	10.57
145	2948	3	10.13
626	153	5	6.85
3767	105	3	6.9
964	1575	3	22.08
105	6264	3	6.9
1888	135	4	8.75
6018	105	3	6.9
105	312	40	11.03
3211	1240	3	29.68
4627	116	3	9.81
897	105	21	29.43
4	179	26	49.68
156	1762	3	7.88
6852	105	3	6.9
1126	147	4	7.19
4	116	34	10.12
119	101	538	56.06
101	3573	6	7.02
284	1445	3	12.65
1484	336	4	21.91
169	601	7	15.21
132	3050	3	8.07
115	1990	5	8.48
790	151	5	10.13
5404	102	4	7.68
158	2	43	15.12
2410	125	4	10.17
6710	105	3	6.9
134	186	27	17.76
3140	110	4	7.36
116	4327	4	14.01
4602	138	3	14.34
1614	108	7	9.55
116	2155	4	7.45
102	447	29	7.97
176	1628	3	8.35
955	246	3	8.71
579	279	3	7.03
