1026	149	9	88.77
464	101	9	12.57
146	472	3	15.86
103	752	7	25.1
101	1035	7	17.65
1758	101	5	14.7
825	101	5	7.09
102	4691	3	16.29
120	1915	7	56.93
104	395	5	8.43
136	424	3	13.07
104	461	6	14.14
3480	14	3	11.38
115	7351	3	29.83
276	12	13	12.41
636	112	3	7.96
2722	120	3	20.82
7	6963	3	21.35
108	253	12	35.26
102	428	4	3.95
711	14	5	6.84
2186	1514	8	150.99
3511	14	3	11.38
107	1772	5	26.76
311	12	15	20.7
2175	12	3	6.99
3223	12	3	9.37
1100	819	6	85.52
4139	12	4	19.84
1419	101	3	4.19
214	169	11	75.55
361	111	5	11.55
5	114	8	4.23
12	2384	5	18.94
125	628	4	19.84
103	1695	3	10.22
204	126	3	5.36
120	1032	10	74.37
134	310	4	16.36
2796	101	4	14.31
822	104	6	21.25
618	111	7	28.93
1912	107	3	13.06
7	1800	6	25.17
101	3399	4	15.75
206	12	40	79.75
595	5	10	81.78
106	692	5	15.89
1804	239	3	31.99
5761	137	3	32.19
98	2694	7	39.23
1933	105	3	12.67
294	381	3	23.5
262	1099	4	42.38
115	7608	3	29.83
175	163	3	10.23
460	14	7	7.9
175	12	17	4.74
3180	1412	5	89.3
165	102	32	62.38
7	2378	5	22.02
565	101	12	28.16
106	3335	4	25.35
7	4226	5	35.59
126	2205	3	22
106	3183	3	16.66
118	2872	3	20.1
1776	104	3	11.09
104	144	27	33.34
1180	119	3	14.16
1636	101	3	5.22
186	106	14	26.78
98	1341	3	4.65
123	1061	4	22.02
17	2	5	15.84
4686	101	3	12.23
825	4190	4	68.44
119	240	3	4.3
2320	101	5	17.89
3388	111	4	27.42
112	3580	4	29.95
104	645	6	17.83
120	1356	4	23.39
505	102	6	11.78
7680	99	3	19.36
109	1954	3	14.35
541	203	7	64.69
559	316	3	26.78
185	455	4	29.52
7	4856	4	28.47
130	109	105	371.32
195	122	4	6.2
116	872	4	17.81
101	125	65	13.8
1348	14	4	8.43
292	567	7	74.39
109	800	6	26.22
1937	14	3	6.68
248	165	9	61.99
1713	12	3	5.03
320	112	4	7.02
111	304	10	32.01
120	385	3	7.79
2253	14	4	12.96
3980	5	3	31.05
116	1754	4	23.91
483	12	10	15.91
106	5106	3	21.65
158	695	16	171.86
133	1700	3	20.98
147	240	3	11.12
2095	101	3	6.61
107	1435	5	24.28
12	408	7	5
129	529	4	19.43
3283	101	3	9.58
7	1139	9	37.18
316	227	5	37.58
8	382	4	14.53
102	1755	3	9.33
884	101	7	15.24
217	135	5	17.37
145	1582	4	33.63
114	110	59	55.8
12	230	24	34.32
7	1471	8	35.23
106	435	4	7.36
12	104	213	5.08
2249	101	6	24.47
7	1607	13	85.41
1315	101	10	38.6
12	156	71	131.64
112	4470	3	21.47
148	818	4	29.27
154	571	3	18.54
98	828	6	11.82
3007	14	3	10.21
150	165	13	69.84
223	103	6	3.88
1281	122	3	15.83
271	125	3	7.74
2795	140	3	26.97
103	1360	3	9.03
442	248	4	33.2
293	1064	3	30.35
120	1401	4	23.39
109	1647	7	45.29
114	3663	3	21.05
104	970	3	7.41
1832	12	3	5.45
783	12	5	6.5
126	2897	3	23.62
116	615	5	20.66
7	2991	6	37.03
101	522	12	25.37
1821	102	5	21.25
195	471	3	21.16
101	581	5	4.29
272	153	16	127.26
1366	113	4	20.48
494	105	3	4.68
103	159	19	26.03
128	1755	3	20.6
849	101	6	10.84
212	285	4	26.75
1173	104	4	13.59
118	766	3	11.45
7	130	244	811.17
12	1372	3	4.02
7	5096	3	16.91
6523	104	3	24.81
16	216	4	12.5
106	3937	3	17.88
103	308	21	78.48
111	1166	3	11.12
639	114	9	47.36
198	110	13	31.18
431	437	4	38.64
142	396	3	13.8
102	4292	3	16.29
115	1687	3	15.43
2788	107	3	15.87
106	1189	6	28.89
378	113	14	68.56
7	176	39	84.65
102	1092	12	63.45
145	199	16	99.03
108	807	5	19.15
1065	14	5	10.2
545	107	13	62.18
145	150	23	125.85
323	103	6	8.71
769	113	4	15.67
669	105	3	6.3
12	146	257	1049.47
7	1378	14	84.01
3021	117	6	54.66
102	1802	3	9.33
5007	12	4	24.75
149	1239	3	22.92
103	1485	8	43.13
3990	9	5	55.29
4051	111	4	31.94
2322	952	8	141.16
5336	106	3	21.65
168	110	12	19.7
4379	682	3	47.01
111	321	8	22.89
102	5320	3	18.48
8	4949	3	28.58
1474	2	3	13.56
1032	111	3	10.54
134	750	3	16.45
98	864	26	167.86
331	14	10	10.34
5172	132	3	30.93
101	5782	3	14.37
3626	107	3	18.09
172	155	3	8.64
1376	107	4	16.88
1879	14	3	6.68
658	12	9	17.71
199	131	6	18.68
176	1315	3	26.27
118	1006	6	35.06
106	1385	12	84.05
107	315	10	28.54
788	107	3	7.69
908	150	8	74.25
2961	5	3	28.23
109	5308	3	23.18
149	215	18	128.52
102	835	24	164.82
425	107	4	7.35
98	3483	3	11.29
575	937	4	48.57
7	2720	4	17.61
103	393	17	66.95
1510	415	8	114.17
102	4601	3	16.29
1698	101	6	19.16
645	101	5	4.86
941	114	5	24.6
107	762	6	23.24
101	2588	3	7.86
141	2851	5	52.11
118	347	5	15.28
128	5878	4	46.12
104	102	607	1427.05
111	1986	4	22.64
1820	14	3	6.21
735	187	7	68.37
136	185	7	26
578	5	4	24.5
112	1254	3	12.22
101	731	7	12.44
1689	131	5	39.75
131	1173	3	17.95
730	14	4	4.06
134	161	4	7.94
111	652	3	7.69
102	3840	3	14.74
112	560	11	56.16
12	2356	3	6.99
1409	117	3	14.53
121	183	6	12.14
12	4424	3	12.02
103	1666	4	16.11
12	2176	3	6.99
7	5606	3	16.91
121	266	4	10.04
102	1393	3	7.71
187	4	11	104.26
616	101	8	13.66
393	104	8	20.24
306	1807	8	111.37
1591	101	3	4.84
7	7900	3	21.35
115	108	41	18.07
118	1183	3	13.92
137	236	5	19.77
105	267	6	9.27
336	4	15	180.87
2684	13	4	41.67
734	101	11	29.57
140	450	4	21.88
140	375	3	13.28
1485	101	8	28.63
106	880	4	13.07
228	108	7	10.69
98	6308	3	19.36
4855	12	3	14.16
376	103	5	7.22
111	1011	4	16.04
102	6091	3	22.93
321	113	3	4.62
7	5351	3	16.91
12	2432	5	18.94
106	2216	3	14.09
116	1468	4	22.01
98	1429	5	13.29
171	703	3	21.9
865	12	5	7.43
104	548	28	176.63
3114	12	3	9.37
4102	12	3	12.02
103	647	6	17.37
106	3603	3	17.88
420	455	11	132.87
1552	14	3	5.4
504	14	13	31.59
1328	12	3	4.02
219	12	34	63.24
290	113	5	11.25
2202	12	4	11.85
107	2291	3	14.29
1816	101	10	48.84
3838	104	4	25.51
221	195	29	284.35
130	2355	3	22.57
396	101	10	12.48
101	2332	3	7.19
116	3076	3	20.37
39	133	5	8.24
994	377	3	31.82
116	2941	6	50.79
9	17	4	16.4
406	109	3	4.98
98	536	41	243.1
1280	12	4	6.98
106	2605	6	40.87
121	140	11	16.63
3864	14	3	11.38
125	742	4	21.3
1409	103	3	9.03
3600	101	3	10.73
158	160	5	19.25
264	169	8	56.39
2858	167	3	31.03
98	2664	8	51.63
6280	101	3	18.78
158	294	4	22.17
114	1035	4	18.51
218	144	3	9.32
107	1975	3	13.06
12	953	11	36.17
115	223	5	8.45
107	2127	4	20.86
103	3596	4	24.95
137	1236	3	20.18
127	276	4	13.15
222	741	5	47.7
106	2080	4	20.59
101	4562	4	20.13
103	4231	5	40.64
286	106	4	4.26
3949	114	3	21.05
3533	14	5	27.1
98	1128	20	129.11
329	12	12	13.17
109	1590	3	12.89
136	145	23	102.24
3245	12	4	15.47
131	434	4	17.7
146	140	5	9.92
660	14	5	5.88
103	1025	4	12.28
116	399	3	6.75
101	606	19	66.73
7	2204	7	37.79
104	543	3	4.34
865	8	3	14.66
1401	14	6	17.71
713	103	3	5.48
273	434	3	23.93
2660	14	3	9.27
141	115	62	254.74
1807	14	3	6.21
101	913	5	8.07
3999	12	4	19.84
103	634	9	33.08
2838	430	3	39.94
108	287	4	5.07
149	1059	4	31.8
114	2114	3	16.55
102	398	44	265.18
5639	108	3	22.46
440	104	4	6.06
547	164	3	19.75
7	663	7	16.42
2778	101	5	20.99
107	896	12	69.81
3642	104	4	25.51
105	139	14	5.45
187	108	8	10.07
98	4940	4	25.82
173	128	5	11.04
2807	101	6	28.75
693	101	9	19.29
311	138	4	17.61
1618	101	3	5.22
106	925	9	46.12
1015	605	5	64.33
148	289	5	26.85
104	1304	3	9.08
120	593	6	29.26
98	180	191	1135.1
1203	113	4	19.5
7337	14	3	19.45
2256	12	4	11.85
1215	2052	3	44.57
7	5328	3	16.91
843	14	5	8.3
101	1761	3	5.63
2917	12	3	8.44
3044	117	3	20.68
847	926	4	51.77
107	1205	8	44.63
829	1865	10	176.28
102	1849	8	44.05
103	1542	5	21.89
989	101	5	8.83
157	116	11	20.12
106	2784	4	23.84
103	1458	5	21.15
112	616	4	12.6
3326	101	4	15.75
102	3632	4	23.02
326	1030	3	31.01
101	406	11	16.09
101	354	13	18.67
4165	121	3	25.19
2073	101	4	11.25
7	3049	7	49.83
117	408	8	34.08
309	143	6	32.44
898	14	4	5.63
970	117	3	12.38
1735	12	3	5.45
129	1373	4	27.7
112	3235	3	18.67
126	275	9	43.8
2235	14	3	7.8
251	14	15	17.66
993	103	5	17.18
102	965	10	44.46
323	176	13	113.76
102	1009	11	52.78
119	442	4	13.09
2997	14	3	10.21
348	102	11	24.66
6081	12	3	18.56
296	120	7	25.18
7	483	26	118.73
2971	5026	3	59.97
106	1366	3	10.64
222	109	7	11.55
153	1804	4	37.13
119	338	4	10.57
108	1049	5	21.7
101	303	16	23.81
103	382	4	4.57
418	144	5	29.41
7	2717	3	11.06
101	110	739	1788.76
117	230	5	9.63
142	274	14	96.64
123	384	5	18.71
247	101	13	9.51
1301	101	3	3.9
469	7	46	300.06
117	156	52	250.55
395	108	3	4.25
103	1152	5	18.67
125	303	3	8.28
107	3908	6	52.66
102	5379	3	18.48
111	191	87	563.67
109	646	15	88.86
111	326	20	96.5
124	1022	3	15.75
12	579	7	9.28
126	1140	4	25.65
112	4329	3	21.47
112	4381	4	32.57
102	2036	6	30.93
114	522	3	7.79
402	12	15	29.04
109	597	11	55.62
672	107	3	6.65
161	1745	3	27.25
542	105	3	5.23
101	1419	7	21.69
116	1629	3	15.48
7	6010	3	21.35
1055	14	5	10.2
261	120	3	5.4
831	12	4	4.23
759	113	3	10.04
1263	103	3	8.68
3186	111	7	64.62
3366	104	4	23.62
694	162	3	21.04
102	2089	6	30.93
114	357	7	23.87
108	1716	3	13.12
1926	101	3	6.09
7	1337	8	33.96
108	1030	3	9.84
127	700	4	21.45
257	280	6	49.68
120	4148	3	24.64
1383	108	3	11.41
964	101	7	16.37
155	110	14	20.34
5849	101	3	14.37
4655	14	3	12.88
431	12	11	16.42
220	166	5	26.32
291	153	13	99.28
108	2370	7	50.72
111	1498	4	19.16
523	664	3	31.52
108	2166	5	31.15
180	338	3	17.49
587	107	3	5.94
130	178	6	16.36
7	2690	5	25.18
2394	2002	3	49.68
475	113	3	7.16
102	2342	5	24.58
131	701	10	75.6
103	172	28	64.56
101	572	13	32.69
151	103	12	5.12
116	662	4	15.39
7	2945	4	17.61
108	637	6	21.78
287	104	9	18.37
212	101	41	90.04
133	808	3	16.54
5505	104	3	20.35
112	5244	3	23.68
234	218	8	60.5
1082	101	11	40.71
718	108	3	7.68
316	104	5	6.09
2272	101	3	7.19
2344	111	3	15.61
254	504	11	121.3
217	256	3	17.83
7	1524	6	23.04
2044	101	4	11.25
12	116	115	15.6
12	278	9	4.35
129	245	3	7.52
120	255	4	8.97
109	854	7	34.05
223	117	18	75.45
104	1867	3	11.61
1268	14	5	12.19
3967	5	5	62.98
111	532	7	26.47
120	212	6	13.81
2429	12	3	7.66
103	1443	4	14.93
112	631	4	12.81
265	676	4	38.13
173	115	22	77.49
781	14	4	4.66
108	1403	4	17.66
137	266	3	10.28
2111	102	3	10.39
102	1119	10	47.87
244	798	10	117.39
1436	14	4	8.9
743	104	3	6
2877	101	3	8.65
174	207	6	34.24
1916	114	4	23.94
121	341	3	7.42
371	441	3	26.27
98	6278	3	19.36
304	114	3	4.55
796	123	19	165.84
120	718	3	11.75
111	1041	4	16.42
98	270	91	555.22
103	617	19	102.48
103	677	6	17.71
141	128	10	21.09
2844	101	5	20.99
7	2431	4	16.4
103	797	7	25.61
560	111	3	6.98
455	813	5	59.09
2196	107	4	21.8
7	756	30	213.66
126	785	3	15.05
534	5	5	31.97
3009	12	3	9.37
349	14	7	4.4
102	485	12	38.82
1184	12	6	14.63
1852	99	9	44.84
108	334	52	369.13
108	266	5	7.5
101	2506	3	7.86
126	938	3	16.23
103	2222	4	19.26
2478	14	3	8.48
485	14	8	11.53
108	438	20	107.53
102	306	27	102.77
2679	1727	4	69.27
122	335	37	287.01
112	1288	3	12.22
7	4213	4	23.53
116	484	4	12.75
640	104	4	8.8
7	4425	5	35.59
1869	101	8	35.17
1467	101	3	4.5
237	108	5	5.68
204	149	8	42.01
140	3105	3	27.99
107	3287	3	16.87
169	223	3	13.07
101	2109	4	11.25
259	232	3	18.76
116	1255	5	28.71
131	1143	4	26.43
674	123	26	238.27
120	1077	4	21.54
149	5304	3	34.95
102	3870	3	14.74
148	381	3	14.89
533	367	3	27.56
218	102	19	37.98
124	496	4	16.98
7	1783	6	25.17
206	168	3	12.25
101	3320	4	15.75
120	2247	3	19.21
443	255	3	23.71
158	259	5	28.59
108	1147	5	22.75
576	14	6	7.56
109	1886	5	29.95
1553	117	3	15.33
108	2381	3	15.62
291	163	3	15.3
1144	819	4	53.43
8	3783	4	36.47
117	145	8	6.39
117	311	21	118.45
98	1719	12	70.49
102	2531	6	34.54
160	127	19	82.38
101	140	110	203.64
266	203	3	17.45
103	530	4	6.94
112	1797	3	14.3
101	313	51	211.71
109	3155	4	27.38
397	111	3	4.84
108	959	4	14.75
1383	101	4	7.66
313	108	6	12.54
